"","DGUID","ALT_GEO_CODE","GEO_LEVEL","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","Language","C1_COUNT_TOTAL","C10_RATE_TOTAL","Languages"
"1","2021S051235200002",35200002,"Dissemination area",0,879,"Tamil",50,14.9,"Tamil"
"2","2021S051235200003",35200003,"Dissemination area",0,879,"Tamil",60,19.4,"Tamil"
"3","2021S051235200004",35200004,"Dissemination area",0,879,"Tamil",45,12.9,"Tamil"
"4","2021S051235200005",35200005,"Dissemination area",0,879,"Tamil",70,17.1,"Tamil"
"5","2021S051235200006",35200006,"Dissemination area",0,879,"Tamil",80,15.4,"Tamil"
"6","2021S051235200007",35200007,"Dissemination area",0,879,"Tamil",95,14.7,"Tamil"
"7","2021S051235200009",35200009,"Dissemination area",0,879,"Tamil",40,12.7,"Tamil"
"8","2021S051235200010",35200010,"Dissemination area",0,879,"Tamil",35,12.7,"Tamil"
"9","2021S051235200012",35200012,"Dissemination area",0,879,"Tamil",50,9.8,"Tamil"
"10","2021S051235200013",35200013,"Dissemination area",909,831,"Somali",10,14.3,"Somali"
"11","2021S051235200018",35200018,"Dissemination area",0,1018,"Yue (Cantonese)",105,13.6,"Yue (Cantonese)"
"12","2021S051235200028",35200028,"Dissemination area",0,879,"Tamil",70,5.9,"Tamil"
"13","2021S051235200031",35200031,"Dissemination area",0,879,"Tamil",100,8.8,"Tamil"
"14","2021S051235200033",35200033,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",45,10,"Tagalog (Pilipino, Filipino)"
"15","2021S051235200034",35200034,"Dissemination area",0,879,"Tamil",65,8,"Tamil"
"16","2021S051235200035",35200035,"Dissemination area",0,879,"Tamil",60,9.2,"Tamil"
"17","2021S051235200036",35200036,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",30,10.5,"Tagalog (Pilipino, Filipino)"
"18","2021S051235200037",35200037,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",80,6.4,"Tagalog (Pilipino, Filipino)"
"19","2021S051235200039",35200039,"Dissemination area",0,879,"Tamil",15,5.3,"Tamil"
"20","2021S051235200041",35200041,"Dissemination area",0,879,"Tamil",70,8.3,"Tamil"
"21","2021S051235200043",35200043,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",35,5.9,"Tagalog (Pilipino, Filipino)"
"22","2021S051235200046",35200046,"Dissemination area",0,879,"Tamil",50,6.3,"Tamil"
"23","2021S051235200047",35200047,"Dissemination area",0,953,"Urdu",105,11.1,"Urdu"
"24","2021S051235200048",35200048,"Dissemination area",0,953,"Urdu",125,12.8,"Urdu"
"25","2021S051235200049",35200049,"Dissemination area",0,953,"Urdu",70,8.9,"Urdu"
"26","2021S051235200050",35200050,"Dissemination area",0,953,"Urdu",85,8.8,"Urdu"
"27","2021S051235200051",35200051,"Dissemination area",0,953,"Urdu",25,5.4,"Urdu"
"28","2021S051235200053",35200053,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",20,7,"Tagalog (Pilipino, Filipino)"
"29","2021S051235200054",35200054,"Dissemination area",0,879,"Tamil",35,9.7,"Tamil"
"30","2021S051235200055",35200055,"Dissemination area",0,879,"Tamil",30,6.5,"Tamil"
"31","2021S051235200056",35200056,"Dissemination area",0,879,"Tamil",25,8.9,"Tamil"
"32","2021S051235200057",35200057,"Dissemination area",909,879,"Tamil",20,8.3,"Tamil"
"33","2021S051235200058",35200058,"Dissemination area",909,939,"Gujarati",20,8,"Gujarati"
"34","2021S051235200062",35200062,"Dissemination area",0,879,"Tamil",85,11.9,"Tamil"
"35","2021S051235200064",35200064,"Dissemination area",0,1018,"Yue (Cantonese)",175,27.1,"Yue (Cantonese)"
"36","2021S051235200065",35200065,"Dissemination area",0,1018,"Yue (Cantonese)",115,29.5,"Yue (Cantonese)"
"37","2021S051235200066",35200066,"Dissemination area",0,1018,"Yue (Cantonese)",140,29.5,"Yue (Cantonese)"
"38","2021S051235200067",35200067,"Dissemination area",0,1018,"Yue (Cantonese)",95,15.2,"Yue (Cantonese)"
"39","2021S051235200068",35200068,"Dissemination area",0,1018,"Yue (Cantonese)",135,28.7,"Yue (Cantonese)"
"40","2021S051235200069",35200069,"Dissemination area",0,1018,"Yue (Cantonese)",195,28.9,"Yue (Cantonese)"
"41","2021S051235200070",35200070,"Dissemination area",0,1018,"Yue (Cantonese)",140,26.7,"Yue (Cantonese)"
"42","2021S051235200071",35200071,"Dissemination area",0,1018,"Yue (Cantonese)",105,26.9,"Yue (Cantonese)"
"43","2021S051235200072",35200072,"Dissemination area",0,1018,"Yue (Cantonese)",75,21.7,"Yue (Cantonese)"
"44","2021S051235200073",35200073,"Dissemination area",0,1018,"Yue (Cantonese)",65,18.6,"Yue (Cantonese)"
"45","2021S051235200074",35200074,"Dissemination area",909,1018,"Yue (Cantonese)",70,30.4,"Yue (Cantonese)"
"46","2021S051235200078",35200078,"Dissemination area",0,1018,"Yue (Cantonese)",200,29.4,"Yue (Cantonese)"
"47","2021S051235200079",35200079,"Dissemination area",0,1018,"Yue (Cantonese)",470,40.2,"Yue (Cantonese)"
"48","2021S051235200080",35200080,"Dissemination area",0,1018,"Yue (Cantonese)",110,25,"Yue (Cantonese)"
"49","2021S051235200082",35200082,"Dissemination area",0,1018,"Yue (Cantonese)",105,31.8,"Yue (Cantonese)"
"50","2021S051235200085",35200085,"Dissemination area",0,1018,"Yue (Cantonese)",95,28.4,"Yue (Cantonese)"
"51","2021S051235200086",35200086,"Dissemination area",0,1018,"Yue (Cantonese)",150,28.6,"Yue (Cantonese)"
"52","2021S051235200087",35200087,"Dissemination area",0,1018,"Yue (Cantonese)",110,18.5,"Yue (Cantonese)"
"53","2021S051235200088",35200088,"Dissemination area",0,1018,"Yue (Cantonese)",110,25,"Yue (Cantonese)"
"54","2021S051235200089",35200089,"Dissemination area",0,1014,"Mandarin",115,20.2,"Mandarin"
"55","2021S051235200090",35200090,"Dissemination area",0,1014,"Mandarin",190,33.6,"Mandarin"
"56","2021S051235200091",35200091,"Dissemination area",0,1018,"Yue (Cantonese)",135,26.5,"Yue (Cantonese)"
"57","2021S051235200092",35200092,"Dissemination area",0,1018,"Yue (Cantonese)",160,22.4,"Yue (Cantonese)"
"58","2021S051235200093",35200093,"Dissemination area",0,1018,"Yue (Cantonese)",210,33.1,"Yue (Cantonese)"
"59","2021S051235200094",35200094,"Dissemination area",0,1018,"Yue (Cantonese)",230,74.2,"Yue (Cantonese)"
"60","2021S051235200096",35200096,"Dissemination area",909,1018,"Yue (Cantonese)",70,31.8,"Yue (Cantonese)"
"61","2021S051235200097",35200097,"Dissemination area",909,1018,"Yue (Cantonese)",60,24,"Yue (Cantonese)"
"62","2021S051235200099",35200099,"Dissemination area",909,1018,"Yue (Cantonese)",70,31.1,"Yue (Cantonese)"
"63","2021S051235200100",35200100,"Dissemination area",0,1018,"Yue (Cantonese)",105,30,"Yue (Cantonese)"
"64","2021S051235200101",35200101,"Dissemination area",0,1018,"Yue (Cantonese)",310,31.3,"Yue (Cantonese)"
"65","2021S051235200102",35200102,"Dissemination area",0,1018,"Yue (Cantonese)",235,27,"Yue (Cantonese)"
"66","2021S051235200103",35200103,"Dissemination area",9,1018,"Yue (Cantonese)",70,26.9,"Yue (Cantonese)"
"67","2021S051235200104",35200104,"Dissemination area",0,1018,"Yue (Cantonese)",270,28.3,"Yue (Cantonese)"
"68","2021S051235200105",35200105,"Dissemination area",0,1018,"Yue (Cantonese)",305,25.6,"Yue (Cantonese)"
"69","2021S051235200106",35200106,"Dissemination area",0,1018,"Yue (Cantonese)",295,23.6,"Yue (Cantonese)"
"70","2021S051235200107",35200107,"Dissemination area",909,1018,"Yue (Cantonese)",60,27.9,"Yue (Cantonese)"
"71","2021S051235200108",35200108,"Dissemination area",0,1018,"Yue (Cantonese)",135,31,"Yue (Cantonese)"
"72","2021S051235200109",35200109,"Dissemination area",0,1014,"Mandarin",130,25.7,"Mandarin"
"73","2021S051235200110",35200110,"Dissemination area",0,1018,"Yue (Cantonese)",200,36.7,"Yue (Cantonese)"
"74","2021S051235200111",35200111,"Dissemination area",0,1018,"Yue (Cantonese)",170,37.4,"Yue (Cantonese)"
"75","2021S051235200112",35200112,"Dissemination area",0,1018,"Yue (Cantonese)",315,35.4,"Yue (Cantonese)"
"76","2021S051235200114",35200114,"Dissemination area",0,1018,"Yue (Cantonese)",295,30.6,"Yue (Cantonese)"
"77","2021S051235200115",35200115,"Dissemination area",0,1018,"Yue (Cantonese)",255,31.5,"Yue (Cantonese)"
"78","2021S051235200116",35200116,"Dissemination area",0,1014,"Mandarin",140,28.9,"Mandarin"
"79","2021S051235200117",35200117,"Dissemination area",0,1018,"Yue (Cantonese)",260,32.1,"Yue (Cantonese)"
"80","2021S051235200118",35200118,"Dissemination area",0,1018,"Yue (Cantonese)",220,45.4,"Yue (Cantonese)"
"81","2021S051235200119",35200119,"Dissemination area",0,1018,"Yue (Cantonese)",90,35.3,"Yue (Cantonese)"
"82","2021S051235200120",35200120,"Dissemination area",0,1018,"Yue (Cantonese)",230,27.7,"Yue (Cantonese)"
"83","2021S051235200121",35200121,"Dissemination area",0,1018,"Yue (Cantonese)",135,29.3,"Yue (Cantonese)"
"84","2021S051235200123",35200123,"Dissemination area",0,1018,"Yue (Cantonese)",295,32.1,"Yue (Cantonese)"
"85","2021S051235200124",35200124,"Dissemination area",0,1018,"Yue (Cantonese)",210,27.1,"Yue (Cantonese)"
"86","2021S051235200125",35200125,"Dissemination area",0,1018,"Yue (Cantonese)",210,34.1,"Yue (Cantonese)"
"87","2021S051235200126",35200126,"Dissemination area",0,1014,"Mandarin",120,26.1,"Mandarin"
"88","2021S051235200127",35200127,"Dissemination area",0,1018,"Yue (Cantonese)",290,40.6,"Yue (Cantonese)"
"89","2021S051235200128",35200128,"Dissemination area",0,1018,"Yue (Cantonese)",160,24.1,"Yue (Cantonese)"
"90","2021S051235200133",35200133,"Dissemination area",0,1018,"Yue (Cantonese)",260,24.9,"Yue (Cantonese)"
"91","2021S051235200134",35200134,"Dissemination area",0,1018,"Yue (Cantonese)",215,32.8,"Yue (Cantonese)"
"92","2021S051235200135",35200135,"Dissemination area",0,1018,"Yue (Cantonese)",85,18.9,"Yue (Cantonese)"
"93","2021S051235200137",35200137,"Dissemination area",0,1018,"Yue (Cantonese)",110,20.2,"Yue (Cantonese)"
"94","2021S051235200138",35200138,"Dissemination area",0,1018,"Yue (Cantonese)",60,21.4,"Yue (Cantonese)"
"95","2021S051235200139",35200139,"Dissemination area",0,1018,"Yue (Cantonese)",65,17.8,"Yue (Cantonese)"
"96","2021S051235200140",35200140,"Dissemination area",0,1018,"Yue (Cantonese)",95,25.7,"Yue (Cantonese)"
"97","2021S051235200141",35200141,"Dissemination area",0,1018,"Yue (Cantonese)",95,17.3,"Yue (Cantonese)"
"98","2021S051235200142",35200142,"Dissemination area",0,879,"Tamil",90,21.2,"Tamil"
"99","2021S051235200143",35200143,"Dissemination area",0,1018,"Yue (Cantonese)",175,24.8,"Yue (Cantonese)"
"100","2021S051235200144",35200144,"Dissemination area",0,1018,"Yue (Cantonese)",140,27.7,"Yue (Cantonese)"
"101","2021S051235200145",35200145,"Dissemination area",0,1018,"Yue (Cantonese)",140,29.8,"Yue (Cantonese)"
"102","2021S051235200146",35200146,"Dissemination area",0,1018,"Yue (Cantonese)",70,14.4,"Yue (Cantonese)"
"103","2021S051235200147",35200147,"Dissemination area",0,1018,"Yue (Cantonese)",80,17.4,"Yue (Cantonese)"
"104","2021S051235200148",35200148,"Dissemination area",0,1014,"Mandarin",80,20.5,"Mandarin"
"105","2021S051235200149",35200149,"Dissemination area",0,1014,"Mandarin",85,22.7,"Mandarin"
"106","2021S051235200150",35200150,"Dissemination area",0,1014,"Mandarin",95,7,"Mandarin"
"107","2021S051235200161",35200161,"Dissemination area",0,1014,"Mandarin",145,24.6,"Mandarin"
"108","2021S051235200162",35200162,"Dissemination area",0,1014,"Mandarin",145,20.7,"Mandarin"
"109","2021S051235200163",35200163,"Dissemination area",0,1014,"Mandarin",125,18.5,"Mandarin"
"110","2021S051235200164",35200164,"Dissemination area",909,1014,"Mandarin",40,17.4,"Mandarin"
"111","2021S051235200165",35200165,"Dissemination area",0,1018,"Yue (Cantonese)",90,19.1,"Yue (Cantonese)"
"112","2021S051235200166",35200166,"Dissemination area",0,1018,"Yue (Cantonese)",190,22.5,"Yue (Cantonese)"
"113","2021S051235200167",35200167,"Dissemination area",0,1014,"Mandarin",185,14.7,"Mandarin"
"114","2021S051235200173",35200173,"Dissemination area",0,1018,"Yue (Cantonese)",105,28.8,"Yue (Cantonese)"
"115","2021S051235200175",35200175,"Dissemination area",0,1014,"Mandarin",140,22.2,"Mandarin"
"116","2021S051235200176",35200176,"Dissemination area",0,1014,"Mandarin",90,22.5,"Mandarin"
"117","2021S051235200177",35200177,"Dissemination area",0,1014,"Mandarin",70,20.9,"Mandarin"
"118","2021S051235200178",35200178,"Dissemination area",0,1014,"Mandarin",110,20.4,"Mandarin"
"119","2021S051235200179",35200179,"Dissemination area",0,1018,"Yue (Cantonese)",350,68.6,"Yue (Cantonese)"
"120","2021S051235200180",35200180,"Dissemination area",10,1018,"Yue (Cantonese)",50,9,"Yue (Cantonese)"
"121","2021S051235200181",35200181,"Dissemination area",0,1014,"Mandarin",80,23.5,"Mandarin"
"122","2021S051235200182",35200182,"Dissemination area",0,1014,"Mandarin",50,13.3,"Mandarin"
"123","2021S051235200183",35200183,"Dissemination area",0,1014,"Mandarin",80,18.2,"Mandarin"
"124","2021S051235200186",35200186,"Dissemination area",0,1014,"Mandarin",105,18.4,"Mandarin"
"125","2021S051235200187",35200187,"Dissemination area",0,1014,"Mandarin",95,20.9,"Mandarin"
"126","2021S051235200188",35200188,"Dissemination area",0,1014,"Mandarin",210,26.4,"Mandarin"
"127","2021S051235200189",35200189,"Dissemination area",0,1014,"Mandarin",95,20.9,"Mandarin"
"128","2021S051235200190",35200190,"Dissemination area",0,1014,"Mandarin",75,20.5,"Mandarin"
"129","2021S051235200193",35200193,"Dissemination area",0,1014,"Mandarin",65,16.3,"Mandarin"
"130","2021S051235200196",35200196,"Dissemination area",0,1014,"Mandarin",65,12,"Mandarin"
"131","2021S051235200197",35200197,"Dissemination area",0,1014,"Mandarin",55,14.1,"Mandarin"
"132","2021S051235200198",35200198,"Dissemination area",0,1014,"Mandarin",55,12.8,"Mandarin"
"133","2021S051235200199",35200199,"Dissemination area",0,1014,"Mandarin",75,10.7,"Mandarin"
"134","2021S051235200200",35200200,"Dissemination area",0,1014,"Mandarin",75,15.5,"Mandarin"
"135","2021S051235200201",35200201,"Dissemination area",0,1014,"Mandarin",95,16.8,"Mandarin"
"136","2021S051235200202",35200202,"Dissemination area",0,1014,"Mandarin",65,12,"Mandarin"
"137","2021S051235200203",35200203,"Dissemination area",0,1014,"Mandarin",330,24.4,"Mandarin"
"138","2021S051235200204",35200204,"Dissemination area",0,1014,"Mandarin",140,21.5,"Mandarin"
"139","2021S051235200205",35200205,"Dissemination area",0,1014,"Mandarin",150,30.3,"Mandarin"
"140","2021S051235200206",35200206,"Dissemination area",0,1018,"Yue (Cantonese)",65,14.3,"Yue (Cantonese)"
"141","2021S051235200207",35200207,"Dissemination area",909,1014,"Mandarin",40,16,"Mandarin"
"142","2021S051235200208",35200208,"Dissemination area",0,1014,"Mandarin",65,13.8,"Mandarin"
"143","2021S051235200209",35200209,"Dissemination area",0,1018,"Yue (Cantonese)",100,27,"Yue (Cantonese)"
"144","2021S051235200210",35200210,"Dissemination area",0,1014,"Mandarin",130,25.2,"Mandarin"
"145","2021S051235200211",35200211,"Dissemination area",0,1018,"Yue (Cantonese)",140,31.8,"Yue (Cantonese)"
"146","2021S051235200212",35200212,"Dissemination area",0,1018,"Yue (Cantonese)",85,21.3,"Yue (Cantonese)"
"147","2021S051235200213",35200213,"Dissemination area",0,1018,"Yue (Cantonese)",115,20.9,"Yue (Cantonese)"
"148","2021S051235200214",35200214,"Dissemination area",0,1014,"Mandarin",130,21.3,"Mandarin"
"149","2021S051235200215",35200215,"Dissemination area",0,1014,"Mandarin",80,20,"Mandarin"
"150","2021S051235200216",35200216,"Dissemination area",0,1014,"Mandarin",115,18.4,"Mandarin"
"151","2021S051235200217",35200217,"Dissemination area",0,1018,"Yue (Cantonese)",85,19.3,"Yue (Cantonese)"
"152","2021S051235200218",35200218,"Dissemination area",0,1014,"Mandarin",140,23.3,"Mandarin"
"153","2021S051235200219",35200219,"Dissemination area",0,1014,"Mandarin",95,20.9,"Mandarin"
"154","2021S051235200220",35200220,"Dissemination area",10,1014,"Mandarin",75,16.7,"Mandarin"
"155","2021S051235200221",35200221,"Dissemination area",0,1014,"Mandarin",740,13.4,"Mandarin"
"156","2021S051235200222",35200222,"Dissemination area",0,1018,"Yue (Cantonese)",185,21.5,"Yue (Cantonese)"
"157","2021S051235200223",35200223,"Dissemination area",0,1018,"Yue (Cantonese)",75,19.7,"Yue (Cantonese)"
"158","2021S051235200224",35200224,"Dissemination area",0,1014,"Mandarin",145,18.2,"Mandarin"
"159","2021S051235200233",35200233,"Dissemination area",0,1014,"Mandarin",70,18.2,"Mandarin"
"160","2021S051235200234",35200234,"Dissemination area",0,1014,"Mandarin",65,14.8,"Mandarin"
"161","2021S051235200235",35200235,"Dissemination area",0,1014,"Mandarin",70,16.7,"Mandarin"
"162","2021S051235200237",35200237,"Dissemination area",0,1014,"Mandarin",40,10.1,"Mandarin"
"163","2021S051235200238",35200238,"Dissemination area",0,1014,"Mandarin",60,18.5,"Mandarin"
"164","2021S051235200239",35200239,"Dissemination area",9,1014,"Mandarin",40,15.4,"Mandarin"
"165","2021S051235200242",35200242,"Dissemination area",0,1018,"Yue (Cantonese)",50,11.5,"Yue (Cantonese)"
"166","2021S051235200243",35200243,"Dissemination area",0,1018,"Yue (Cantonese)",40,9.5,"Yue (Cantonese)"
"167","2021S051235200244",35200244,"Dissemination area",0,1014,"Mandarin",35,9.1,"Mandarin"
"168","2021S051235200245",35200245,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",85,12.1,"Tagalog (Pilipino, Filipino)"
"169","2021S051235200246",35200246,"Dissemination area",0,1018,"Yue (Cantonese)",55,13.8,"Yue (Cantonese)"
"170","2021S051235200249",35200249,"Dissemination area",0,1014,"Mandarin",90,17.5,"Mandarin"
"171","2021S051235200250",35200250,"Dissemination area",0,1014,"Mandarin",60,14.8,"Mandarin"
"172","2021S051235200251",35200251,"Dissemination area",9,1014,"Mandarin",75,26.3,"Mandarin"
"173","2021S051235200252",35200252,"Dissemination area",0,1014,"Mandarin",80,14.5,"Mandarin"
"174","2021S051235200253",35200253,"Dissemination area",0,1018,"Yue (Cantonese)",60,8.6,"Yue (Cantonese)"
"175","2021S051235200254",35200254,"Dissemination area",0,1014,"Mandarin",85,11,"Mandarin"
"176","2021S051235200255",35200255,"Dissemination area",0,1014,"Mandarin",55,11,"Mandarin"
"177","2021S051235200256",35200256,"Dissemination area",0,1018,"Yue (Cantonese)",15,2.5,"Yue (Cantonese)"
"178","2021S051235200260",35200260,"Dissemination area",0,1014,"Mandarin",65,14.3,"Mandarin"
"179","2021S051235200261",35200261,"Dissemination area",0,1014,"Mandarin",75,15,"Mandarin"
"180","2021S051235200262",35200262,"Dissemination area",0,1014,"Mandarin",80,16.7,"Mandarin"
"181","2021S051235200263",35200263,"Dissemination area",0,1014,"Mandarin",55,17.7,"Mandarin"
"182","2021S051235200264",35200264,"Dissemination area",0,1014,"Mandarin",105,21.4,"Mandarin"
"183","2021S051235200265",35200265,"Dissemination area",0,1014,"Mandarin",50,11.4,"Mandarin"
"184","2021S051235200266",35200266,"Dissemination area",0,1014,"Mandarin",70,11.9,"Mandarin"
"185","2021S051235200267",35200267,"Dissemination area",0,887,"Armenian",65,5.7,"Armenian"
"186","2021S051235200268",35200268,"Dissemination area",0,835,"Arabic",25,4.3,"Arabic"
"187","2021S051235200269",35200269,"Dissemination area",0,1014,"Mandarin",65,9,"Mandarin"
"188","2021S051235200271",35200271,"Dissemination area",0,835,"Arabic",85,4.1,"Arabic"
"189","2021S051235200272",35200272,"Dissemination area",0,879,"Tamil",125,5.2,"Tamil"
"190","2021S051235200273",35200273,"Dissemination area",0,1014,"Mandarin",410,12.7,"Mandarin"
"191","2021S051235200275",35200275,"Dissemination area",0,1014,"Mandarin",40,9.2,"Mandarin"
"192","2021S051235200278",35200278,"Dissemination area",0,1014,"Mandarin",25,6.4,"Mandarin"
"193","2021S051235200279",35200279,"Dissemination area",0,1014,"Mandarin",45,7.8,"Mandarin"
"194","2021S051235200280",35200280,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",50,6.2,"Tagalog (Pilipino, Filipino)"
"195","2021S051235200281",35200281,"Dissemination area",0,962,"Iranian Persian",35,7,"Iranian Persian"
"196","2021S051235200284",35200284,"Dissemination area",0,887,"Armenian",45,5.1,"Armenian"
"197","2021S051235200288",35200288,"Dissemination area",0,1014,"Mandarin",45,11.4,"Mandarin"
"198","2021S051235200289",35200289,"Dissemination area",0,1014,"Mandarin",55,9,"Mandarin"
"199","2021S051235200290",35200290,"Dissemination area",0,1014,"Mandarin",50,9.7,"Mandarin"
"200","2021S051235200291",35200291,"Dissemination area",0,1014,"Mandarin",70,12,"Mandarin"
"201","2021S051235200293",35200293,"Dissemination area",0,1018,"Yue (Cantonese)",175,9.3,"Yue (Cantonese)"
"202","2021S051235200297",35200297,"Dissemination area",0,1014,"Mandarin",75,19,"Mandarin"
"203","2021S051235200298",35200298,"Dissemination area",0,1014,"Mandarin",135,12.9,"Mandarin"
"204","2021S051235200301",35200301,"Dissemination area",0,1014,"Mandarin",60,14.5,"Mandarin"
"205","2021S051235200302",35200302,"Dissemination area",0,1014,"Mandarin",160,18.9,"Mandarin"
"206","2021S051235200303",35200303,"Dissemination area",909,1014,"Mandarin",35,16.3,"Mandarin"
"207","2021S051235200304",35200304,"Dissemination area",0,1014,"Mandarin",150,22.2,"Mandarin"
"208","2021S051235200305",35200305,"Dissemination area",0,1014,"Mandarin",115,18.7,"Mandarin"
"209","2021S051235200306",35200306,"Dissemination area",0,1014,"Mandarin",130,22.8,"Mandarin"
"210","2021S051235200307",35200307,"Dissemination area",9,1014,"Mandarin",70,27.5,"Mandarin"
"211","2021S051235200308",35200308,"Dissemination area",0,1014,"Mandarin",65,11.9,"Mandarin"
"212","2021S051235200309",35200309,"Dissemination area",0,1014,"Mandarin",195,13.4,"Mandarin"
"213","2021S051235200310",35200310,"Dissemination area",0,1014,"Mandarin",130,22.4,"Mandarin"
"214","2021S051235200315",35200315,"Dissemination area",0,1018,"Yue (Cantonese)",95,10.1,"Yue (Cantonese)"
"215","2021S051235200316",35200316,"Dissemination area",0,1014,"Mandarin",150,9.8,"Mandarin"
"216","2021S051235200317",35200317,"Dissemination area",0,1014,"Mandarin",55,11.3,"Mandarin"
"217","2021S051235200318",35200318,"Dissemination area",0,1014,"Mandarin",70,17.3,"Mandarin"
"218","2021S051235200319",35200319,"Dissemination area",0,1014,"Mandarin",80,17,"Mandarin"
"219","2021S051235200320",35200320,"Dissemination area",0,1014,"Mandarin",140,16.2,"Mandarin"
"220","2021S051235200321",35200321,"Dissemination area",0,1014,"Mandarin",125,19.4,"Mandarin"
"221","2021S051235200322",35200322,"Dissemination area",0,1014,"Mandarin",85,24.6,"Mandarin"
"222","2021S051235200323",35200323,"Dissemination area",0,1014,"Mandarin",150,13.6,"Mandarin"
"223","2021S051235200324",35200324,"Dissemination area",0,1014,"Mandarin",115,12.7,"Mandarin"
"224","2021S051235200325",35200325,"Dissemination area",0,1014,"Mandarin",30,9.1,"Mandarin"
"225","2021S051235200326",35200326,"Dissemination area",0,1014,"Mandarin",120,19.4,"Mandarin"
"226","2021S051235200327",35200327,"Dissemination area",0,1014,"Mandarin",70,23,"Mandarin"
"227","2021S051235200329",35200329,"Dissemination area",0,1014,"Mandarin",70,17.3,"Mandarin"
"228","2021S051235200330",35200330,"Dissemination area",0,1014,"Mandarin",60,13,"Mandarin"
"229","2021S051235200331",35200331,"Dissemination area",0,1014,"Mandarin",55,12.9,"Mandarin"
"230","2021S051235200333",35200333,"Dissemination area",0,1014,"Mandarin",45,9.5,"Mandarin"
"231","2021S051235200334",35200334,"Dissemination area",0,1018,"Yue (Cantonese)",60,12.5,"Yue (Cantonese)"
"232","2021S051235200335",35200335,"Dissemination area",0,1014,"Mandarin",90,18.2,"Mandarin"
"233","2021S051235200336",35200336,"Dissemination area",0,1014,"Mandarin",90,18.4,"Mandarin"
"234","2021S051235200337",35200337,"Dissemination area",0,1014,"Mandarin",130,28.6,"Mandarin"
"235","2021S051235200338",35200338,"Dissemination area",0,1014,"Mandarin",95,20.7,"Mandarin"
"236","2021S051235200339",35200339,"Dissemination area",0,1014,"Mandarin",25,3.7,"Mandarin"
"237","2021S051235200352",35200352,"Dissemination area",0,1014,"Mandarin",285,22.3,"Mandarin"
"238","2021S051235200355",35200355,"Dissemination area",0,1014,"Mandarin",40,7.3,"Mandarin"
"239","2021S051235200357",35200357,"Dissemination area",0,1014,"Mandarin",110,20.4,"Mandarin"
"240","2021S051235200358",35200358,"Dissemination area",0,1014,"Mandarin",100,19,"Mandarin"
"241","2021S051235200359",35200359,"Dissemination area",0,1014,"Mandarin",110,24.2,"Mandarin"
"242","2021S051235200360",35200360,"Dissemination area",0,1014,"Mandarin",95,20.9,"Mandarin"
"243","2021S051235200361",35200361,"Dissemination area",0,1014,"Mandarin",80,20,"Mandarin"
"244","2021S051235200362",35200362,"Dissemination area",0,1014,"Mandarin",125,21.9,"Mandarin"
"245","2021S051235200363",35200363,"Dissemination area",0,1014,"Mandarin",65,13.4,"Mandarin"
"246","2021S051235200364",35200364,"Dissemination area",0,975,"Korean",130,8.7,"Korean"
"247","2021S051235200366",35200366,"Dissemination area",0,962,"Iranian Persian",40,6,"Iranian Persian"
"248","2021S051235200368",35200368,"Dissemination area",0,1018,"Yue (Cantonese)",30,8.8,"Yue (Cantonese)"
"249","2021S051235200370",35200370,"Dissemination area",0,1014,"Mandarin",40,9,"Mandarin"
"250","2021S051235200371",35200371,"Dissemination area",0,1014,"Mandarin",50,10,"Mandarin"
"251","2021S051235200373",35200373,"Dissemination area",0,1014,"Mandarin",35,11.7,"Mandarin"
"252","2021S051235200374",35200374,"Dissemination area",0,1014,"Mandarin",35,6.1,"Mandarin"
"253","2021S051235200375",35200375,"Dissemination area",0,1014,"Mandarin",35,11.5,"Mandarin"
"254","2021S051235200376",35200376,"Dissemination area",0,1014,"Mandarin",80,16.8,"Mandarin"
"255","2021S051235200377",35200377,"Dissemination area",0,1014,"Mandarin",115,23.7,"Mandarin"
"256","2021S051235200378",35200378,"Dissemination area",0,1014,"Mandarin",35,12.5,"Mandarin"
"257","2021S051235200379",35200379,"Dissemination area",0,1014,"Mandarin",50,10.2,"Mandarin"
"258","2021S051235200380",35200380,"Dissemination area",0,1014,"Mandarin",70,12.3,"Mandarin"
"259","2021S051235200381",35200381,"Dissemination area",0,1014,"Mandarin",145,14.1,"Mandarin"
"260","2021S051235200382",35200382,"Dissemination area",0,1014,"Mandarin",85,9.7,"Mandarin"
"261","2021S051235200383",35200383,"Dissemination area",0,1014,"Mandarin",40,7,"Mandarin"
"262","2021S051235200384",35200384,"Dissemination area",0,1014,"Mandarin",80,15.7,"Mandarin"
"263","2021S051235200385",35200385,"Dissemination area",0,1014,"Mandarin",55,17.2,"Mandarin"
"264","2021S051235200386",35200386,"Dissemination area",0,1014,"Mandarin",95,13,"Mandarin"
"265","2021S051235200387",35200387,"Dissemination area",0,1014,"Mandarin",60,13.2,"Mandarin"
"266","2021S051235200388",35200388,"Dissemination area",0,1014,"Mandarin",75,10.3,"Mandarin"
