"","DGUID","ALT_GEO_CODE","GEO_LEVEL","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","Language","C1_COUNT_TOTAL","C10_RATE_TOTAL","Languages"
"321","2021S051235301003",35301003,"Dissemination area",0,969,"Portuguese",20,2.7,"Portuguese"
"322","2021S051235301004",35301004,"Dissemination area",0,949,"Punjabi (Panjabi)",15,1.6,"Punjabi (Panjabi)"
"323","2021S051235301005",35301005,"Dissemination area",0,949,"Punjabi (Panjabi)",185,7.2,"Punjabi (Panjabi)"
"324","2021S051235301010",35301010,"Dissemination area",909,897,"Polish",5,2.6,"Polish"
"325","2021S051235301012",35301012,"Dissemination area",0,949,"Punjabi (Panjabi)",315,4.7,"Punjabi (Panjabi)"
"326","2021S051235301013",35301013,"Dissemination area",0,900,"Serbo-Croatian",20,3,"Serbo-Croatian"
"327","2021S051235301014",35301014,"Dissemination area",0,835,"Arabic",10,2,"Arabic"
"328","2021S051235301031",35301031,"Dissemination area",0,1014,"Mandarin",65,3.4,"Mandarin"
"329","2021S051235301032",35301032,"Dissemination area",0,949,"Punjabi (Panjabi)",735,9.3,"Punjabi (Panjabi)"
"330","2021S051235301033",35301033,"Dissemination area",0,949,"Punjabi (Panjabi)",410,4.2,"Punjabi (Panjabi)"
"331","2021S051235301038",35301038,"Dissemination area",0,949,"Punjabi (Panjabi)",50,4.4,"Punjabi (Panjabi)"
"332","2021S051235301039",35301039,"Dissemination area",0,1014,"Mandarin",180,10.3,"Mandarin"
"333","2021S051235301040",35301040,"Dissemination area",0,1014,"Mandarin",25,2.3,"Mandarin"
"334","2021S051235301052",35301052,"Dissemination area",0,835,"Arabic",95,4.6,"Arabic"
"335","2021S051235301053",35301053,"Dissemination area",0,949,"Punjabi (Panjabi)",50,2.8,"Punjabi (Panjabi)"
"336","2021S051235301054",35301054,"Dissemination area",0,971,"Spanish",50,3.6,"Spanish"
"337","2021S051235301056",35301056,"Dissemination area",909,945,"Nepali",25,10.9,"Nepali"
"338","2021S051235301057",35301057,"Dissemination area",0,945,"Nepali",130,5.3,"Nepali"
"339","2021S051235301060",35301060,"Dissemination area",0,949,"Punjabi (Panjabi)",290,5.3,"Punjabi (Panjabi)"
"340","2021S051235300028",35300028,"Dissemination area",0,1014,"Mandarin",15,2.3,"Mandarin"
"341","2021S051235300029",35300029,"Dissemination area",0,1014,"Mandarin",15,4.7,"Mandarin"
"342","2021S051235300030",35300030,"Dissemination area",0,1014,"Mandarin",20,4,"Mandarin"
"343","2021S051235300032",35300032,"Dissemination area",0,1014,"Mandarin",55,3.8,"Mandarin"
"344","2021S051235300033",35300033,"Dissemination area",9,1014,"Mandarin",30,11.1,"Mandarin"
"345","2021S051235300035",35300035,"Dissemination area",0,1014,"Mandarin",45,3.3,"Mandarin"
"346","2021S051235300036",35300036,"Dissemination area",0,1014,"Mandarin",10,1.9,"Mandarin"
"347","2021S051235300037",35300037,"Dissemination area",0,1014,"Mandarin",10,2.4,"Mandarin"
"348","2021S051235300038",35300038,"Dissemination area",0,1014,"Mandarin",35,6.1,"Mandarin"
"349","2021S051235300039",35300039,"Dissemination area",0,1014,"Mandarin",20,4.8,"Mandarin"
"350","2021S051235300041",35300041,"Dissemination area",0,847,"Vietnamese",10,2.2,"Vietnamese"
"351","2021S051235300042",35300042,"Dissemination area",0,1014,"Mandarin",15,3.6,"Mandarin"
"352","2021S051235300043",35300043,"Dissemination area",0,1014,"Mandarin",10,2.2,"Mandarin"
"353","2021S051235300045",35300045,"Dissemination area",0,940,"Hindi",10,3,"Hindi"
"354","2021S051235300047",35300047,"Dissemination area",0,1014,"Mandarin",15,2.8,"Mandarin"
"355","2021S051235300048",35300048,"Dissemination area",0,847,"Vietnamese",10,2.2,"Vietnamese"
"356","2021S051235300049",35300049,"Dissemination area",0,879,"Tamil",10,1.5,"Tamil"
"357","2021S051235300054",35300054,"Dissemination area",0,835,"Arabic",10,2.6,"Arabic"
"358","2021S051235300058",35300058,"Dissemination area",0,835,"Arabic",50,4.5,"Arabic"
"359","2021S051235300059",35300059,"Dissemination area",0,962,"Iranian Persian",45,5.4,"Iranian Persian"
"360","2021S051235300062",35300062,"Dissemination area",0,1014,"Mandarin",35,6.4,"Mandarin"
"361","2021S051235300063",35300063,"Dissemination area",0,835,"Arabic",20,3.6,"Arabic"
"362","2021S051235300064",35300064,"Dissemination area",1020,1014,"Mandarin",65,7.9,"Mandarin"
"363","2021S051235300065",35300065,"Dissemination area",10,835,"Arabic",20,3.2,"Arabic"
"364","2021S051235300066",35300066,"Dissemination area",2030,1014,"Mandarin",165,9.1,"Mandarin"
"365","2021S051235300070",35300070,"Dissemination area",1010,1014,"Mandarin",85,9.5,"Mandarin"
"366","2021S051235300074",35300074,"Dissemination area",0,962,"Iranian Persian",25,4.5,"Iranian Persian"
"367","2021S051235300075",35300075,"Dissemination area",0,835,"Arabic",10,2,"Arabic"
"368","2021S051235300076",35300076,"Dissemination area",0,970,"Romanian",10,1.9,"Romanian"
"369","2021S051235300078",35300078,"Dissemination area",0,1014,"Mandarin",5,1,"Mandarin"
"370","2021S051235300080",35300080,"Dissemination area",0,835,"Arabic",20,4.5,"Arabic"
"371","2021S051235300081",35300081,"Dissemination area",0,835,"Arabic",5,1.5,"Arabic"
"372","2021S051235300082",35300082,"Dissemination area",0,1014,"Mandarin",10,2.2,"Mandarin"
"373","2021S051235300085",35300085,"Dissemination area",0,971,"Spanish",10,2.4,"Spanish"
"374","2021S051235300086",35300086,"Dissemination area",0,1014,"Mandarin",10,2.2,"Mandarin"
"375","2021S051235300087",35300087,"Dissemination area",0,1014,"Mandarin",90,5.6,"Mandarin"
"376","2021S051235300089",35300089,"Dissemination area",0,970,"Romanian",5,1.5,"Romanian"
"377","2021S051235300091",35300091,"Dissemination area",0,1014,"Mandarin",15,1.9,"Mandarin"
"378","2021S051235300092",35300092,"Dissemination area",0,1014,"Mandarin",10,2,"Mandarin"
"379","2021S051235300095",35300095,"Dissemination area",0,962,"Iranian Persian",15,2,"Iranian Persian"
"380","2021S051235300096",35300096,"Dissemination area",0,975,"Korean",15,3,"Korean"
"381","2021S051235300117",35300117,"Dissemination area",0,971,"Spanish",10,1.9,"Spanish"
"382","2021S051235300122",35300122,"Dissemination area",0,939,"Gujarati",20,1.8,"Gujarati"
"383","2021S051235300132",35300132,"Dissemination area",0,1014,"Mandarin",30,1.6,"Mandarin"
"384","2021S051235300133",35300133,"Dissemination area",0,971,"Spanish",5,0.9,"Spanish"
"385","2021S051235300265",35300265,"Dissemination area",0,971,"Spanish",40,4,"Spanish"
"386","2021S051235300267",35300267,"Dissemination area",0,1014,"Mandarin",20,4.1,"Mandarin"
"387","2021S051235300268",35300268,"Dissemination area",0,1014,"Mandarin",40,6,"Mandarin"
"388","2021S051235300273",35300273,"Dissemination area",0,1014,"Mandarin",25,3.1,"Mandarin"
"389","2021S051235300275",35300275,"Dissemination area",0,1014,"Mandarin",15,2.5,"Mandarin"
"390","2021S051235300282",35300282,"Dissemination area",0,1014,"Mandarin",10,1.1,"Mandarin"
"391","2021S051235300283",35300283,"Dissemination area",0,1014,"Mandarin",15,2.2,"Mandarin"
"392","2021S051235300285",35300285,"Dissemination area",0,835,"Arabic",60,5.5,"Arabic"
"393","2021S051235300286",35300286,"Dissemination area",0,1014,"Mandarin",35,3.1,"Mandarin"
"394","2021S051235300287",35300287,"Dissemination area",0,1014,"Mandarin",40,5.2,"Mandarin"
"395","2021S051235300288",35300288,"Dissemination area",0,1014,"Mandarin",25,5.6,"Mandarin"
"396","2021S051235300289",35300289,"Dissemination area",0,1014,"Mandarin",90,6.6,"Mandarin"
"397","2021S051235300290",35300290,"Dissemination area",0,1014,"Mandarin",30,2.2,"Mandarin"
"398","2021S051235300291",35300291,"Dissemination area",0,835,"Arabic",20,3.5,"Arabic"
"399","2021S051235300292",35300292,"Dissemination area",0,962,"Iranian Persian",5,1.1,"Iranian Persian"
"400","2021S051235300296",35300296,"Dissemination area",1010,1014,"Mandarin",640,19.5,"Mandarin"
"401","2021S051235300297",35300297,"Dissemination area",10,1014,"Mandarin",205,14.1,"Mandarin"
"402","2021S051235300298",35300298,"Dissemination area",2020,1014,"Mandarin",320,13.7,"Mandarin"
"403","2021S051235300581",35300581,"Dissemination area",0,971,"Spanish",5,1.3,"Spanish"
"404","2021S051235300582",35300582,"Dissemination area",0,1014,"Mandarin",15,1.3,"Mandarin"
"405","2021S051235300583",35300583,"Dissemination area",0,1014,"Mandarin",10,2.6,"Mandarin"
"406","2021S051235300584",35300584,"Dissemination area",0,847,"Vietnamese",10,1.7,"Vietnamese"
"407","2021S051235300588",35300588,"Dissemination area",0,1014,"Mandarin",15,3.6,"Mandarin"
"408","2021S051235300598",35300598,"Dissemination area",9,962,"Iranian Persian",5,1.8,"Iranian Persian"
"409","2021S051235300599",35300599,"Dissemination area",0,970,"Romanian",5,1,"Romanian"
"410","2021S051235300600",35300600,"Dissemination area",0,971,"Spanish",15,2.8,"Spanish"
"411","2021S051235300718",35300718,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",15,1.3,"Tagalog (Pilipino, Filipino)"
"412","2021S051235300720",35300720,"Dissemination area",0,953,"Urdu",15,1.8,"Urdu"
"413","2021S051235300728",35300728,"Dissemination area",0,1014,"Mandarin",40,2.5,"Mandarin"
"414","2021S051235300732",35300732,"Dissemination area",0,878,"Malayalam",5,0.7,"Malayalam"
"415","2021S051235300737",35300737,"Dissemination area",0,1014,"Mandarin",55,4.6,"Mandarin"
"416","2021S051235300738",35300738,"Dissemination area",0,1014,"Mandarin",35,3.6,"Mandarin"
"417","2021S051235300739",35300739,"Dissemination area",0,1014,"Mandarin",15,3.8,"Mandarin"
"418","2021S051235300740",35300740,"Dissemination area",0,1014,"Mandarin",35,3.6,"Mandarin"
"419","2021S051235300821",35300821,"Dissemination area",0,1014,"Mandarin",70,5.6,"Mandarin"
"420","2021S051235300822",35300822,"Dissemination area",0,1014,"Mandarin",120,6.5,"Mandarin"
"421","2021S051235300823",35300823,"Dissemination area",0,1014,"Mandarin",65,9.4,"Mandarin"
"422","2021S051235300824",35300824,"Dissemination area",0,1014,"Mandarin",50,6.9,"Mandarin"
"423","2021S051235300825",35300825,"Dissemination area",0,1014,"Mandarin",20,7.3,"Mandarin"
"424","2021S051235300826",35300826,"Dissemination area",0,1014,"Mandarin",80,8.8,"Mandarin"
"425","2021S051235300827",35300827,"Dissemination area",0,1014,"Mandarin",35,9.5,"Mandarin"
"426","2021S051235300828",35300828,"Dissemination area",0,1014,"Mandarin",85,17.5,"Mandarin"
"427","2021S051235300830",35300830,"Dissemination area",0,1014,"Mandarin",35,3.6,"Mandarin"
"428","2021S051235300833",35300833,"Dissemination area",0,1014,"Mandarin",15,2.3,"Mandarin"
"429","2021S051235300872",35300872,"Dissemination area",0,1014,"Mandarin",20,3.6,"Mandarin"
"430","2021S051235300873",35300873,"Dissemination area",0,1014,"Mandarin",35,3.2,"Mandarin"
"431","2021S051235300874",35300874,"Dissemination area",0,1014,"Mandarin",20,3.1,"Mandarin"
"432","2021S051235300875",35300875,"Dissemination area",0,1014,"Mandarin",110,7.8,"Mandarin"
"433","2021S051235300927",35300927,"Dissemination area",0,1014,"Mandarin",70,5,"Mandarin"
"434","2021S051235300932",35300932,"Dissemination area",0,1014,"Mandarin",190,6.9,"Mandarin"
"435","2021S051235300944",35300944,"Dissemination area",0,1014,"Mandarin",215,13.1,"Mandarin"
"436","2021S051235300945",35300945,"Dissemination area",0,1014,"Mandarin",40,5.9,"Mandarin"
"437","2021S051235300970",35300970,"Dissemination area",0,1014,"Mandarin",35,4.4,"Mandarin"
"438","2021S051235300971",35300971,"Dissemination area",0,1014,"Mandarin",15,2.8,"Mandarin"
"439","2021S051235300973",35300973,"Dissemination area",0,1014,"Mandarin",20,2.9,"Mandarin"
"440","2021S051235300974",35300974,"Dissemination area",0,971,"Spanish",10,2.9,"Spanish"
"441","2021S051235300975",35300975,"Dissemination area",0,897,"Polish",15,2.4,"Polish"
"442","2021S051235300976",35300976,"Dissemination area",0,835,"Arabic",20,2.7,"Arabic"
"443","2021S051235301017",35301017,"Dissemination area",0,1014,"Mandarin",100,7.7,"Mandarin"
"444","2021S051235301041",35301041,"Dissemination area",0,1014,"Mandarin",95,6.3,"Mandarin"
"445","2021S051235301042",35301042,"Dissemination area",0,1014,"Mandarin",50,3.3,"Mandarin"
"446","2021S051235301043",35301043,"Dissemination area",0,1014,"Mandarin",585,15.1,"Mandarin"
"447","2021S051235301044",35301044,"Dissemination area",0,1014,"Mandarin",330,11.5,"Mandarin"
"448","2021S051235300780",35300780,"Dissemination area",0,1008,"American Sign Language",5,0.7,"American Sign Language"
"449","2021S051235300786",35300786,"Dissemination area",0,917,"German",5,1,"German"
"450","2021S051235300789",35300789,"Dissemination area",0,971,"Spanish",5,0.8,"Spanish"
"451","2021S051235300793",35300793,"Dissemination area",0,923,"Dutch",5,1.5,"Dutch"
"452","2021S051235300815",35300815,"Dissemination area",0,934,"Greek",5,1.2,"Greek"
"453","2021S051235301020",35301020,"Dissemination area",0,917,"German",5,0.3,"German"
"454","2021S051235301026",35301026,"Dissemination area",0,917,"German",5,0.6,"German"
"455","2021S051235300755",35300755,"Dissemination area",0,918,"Pennsylvania German",90,18.9,"Pennsylvania German"
"456","2021S051235300756",35300756,"Dissemination area",0,918,"Pennsylvania German",180,33.6,"Pennsylvania German"
"457","2021S051235300757",35300757,"Dissemination area",0,917,"German",40,7.8,"German"
"458","2021S051235300759",35300759,"Dissemination area",0,917,"German",35,8,"German"
"459","2021S051235300760",35300760,"Dissemination area",0,918,"Pennsylvania German",30,5.8,"Pennsylvania German"
"460","2021S051235300761",35300761,"Dissemination area",0,917,"German",85,14.7,"German"
"461","2021S051235300762",35300762,"Dissemination area",0,918,"Pennsylvania German",65,12.4,"Pennsylvania German"
"462","2021S051235300763",35300763,"Dissemination area",0,917,"German",120,25,"German"
"463","2021S051235300764",35300764,"Dissemination area",0,918,"Pennsylvania German",120,23.1,"Pennsylvania German"
"464","2021S051235300765",35300765,"Dissemination area",0,917,"German",75,15.6,"German"
"465","2021S051235300766",35300766,"Dissemination area",0,917,"German",150,32.3,"German"
"466","2021S051235300767",35300767,"Dissemination area",0,918,"Pennsylvania German",100,22.7,"Pennsylvania German"
"467","2021S051235300768",35300768,"Dissemination area",0,918,"Pennsylvania German",250,46.7,"Pennsylvania German"
"468","2021S051235300769",35300769,"Dissemination area",0,917,"German",125,25,"German"
"469","2021S051235300770",35300770,"Dissemination area",9,917,"German",55,17.5,"German"
"470","2021S051235300773",35300773,"Dissemination area",0,918,"Pennsylvania German",20,1,"Pennsylvania German"
"471","2021S051235300007",35300007,"Dissemination area",0,917,"German",5,0.9,"German"
"472","2021S051235300008",35300008,"Dissemination area",0,918,"Pennsylvania German",85,12.4,"Pennsylvania German"
"473","2021S051235300741",35300741,"Dissemination area",0,918,"Pennsylvania German",110,24.7,"Pennsylvania German"
"474","2021S051235300742",35300742,"Dissemination area",0,917,"German",115,21.3,"German"
"475","2021S051235300743",35300743,"Dissemination area",0,917,"German",120,24.2,"German"
"476","2021S051235300744",35300744,"Dissemination area",0,918,"Pennsylvania German",50,12,"Pennsylvania German"
"477","2021S051235300745",35300745,"Dissemination area",0,917,"German",75,10.9,"German"
"478","2021S051235300746",35300746,"Dissemination area",0,917,"German",20,3.6,"German"
"479","2021S051235300754",35300754,"Dissemination area",0,918,"Pennsylvania German",100,11.6,"Pennsylvania German"
"480","2021S051235300832",35300832,"Dissemination area",0,918,"Pennsylvania German",110,24.4,"Pennsylvania German"
"481","2021S051235300904",35300904,"Dissemination area",909,917,"German",5,2.8,"German"
"482","2021S051235300906",35300906,"Dissemination area",909,918,"Pennsylvania German",30,17.6,"Pennsylvania German"
"483","2021S051235300908",35300908,"Dissemination area",0,918,"Pennsylvania German",110,15,"Pennsylvania German"
"484","2021S051235300936",35300936,"Dissemination area",0,918,"Pennsylvania German",45,2.8,"Pennsylvania German"
"485","2021S051235300942",35300942,"Dissemination area",0,970,"Romanian",10,1.6,"Romanian"
"486","2021S051235301007",35301007,"Dissemination area",0,917,"German",25,4.5,"German"
"487","2021S051235301008",35301008,"Dissemination area",0,917,"German",5,0.5,"German"
"488","2021S051235301047",35301047,"Dissemination area",0,949,"Punjabi (Panjabi)",135,5.2,"Punjabi (Panjabi)"
"489","2021S051235301048",35301048,"Dissemination area",0,900,"Serbo-Croatian",50,2,"Serbo-Croatian"
"490","2021S051235300545",35300545,"Dissemination area",0,839,"Aramaic, n.o.s.",10,1.7,"Aramaic, n.o.s."
"491","2021S051235300003",35300003,"Dissemination area",0,874,"Creole, n.o.s.",5,1.3,"Creole, n.o.s."
"492","2021S051235300004",35300004,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"493","2021S051235300005",35300005,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"494","2021S051235300006",35300006,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"495","2021S051235300009",35300009,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"496","2021S051235300010",35300010,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"497","2021S051235300011",35300011,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"498","2021S051235300012",35300012,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"499","2021S051235300013",35300013,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"500","2021S051235300050",35300050,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"501","2021S051235300079",35300079,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"502","2021S051235300090",35300090,"Dissemination area",909,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"503","2021S051235300101",35300101,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"504","2021S051235300112",35300112,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"505","2021S051235300126",35300126,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"506","2021S051235300127",35300127,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"507","2021S051235300162",35300162,"Dissemination area",909,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"508","2021S051235300198",35300198,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"509","2021S051235300231",35300231,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"510","2021S051235300255",35300255,"Dissemination area",909,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"511","2021S051235300362",35300362,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"512","2021S051235300375",35300375,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"513","2021S051235300387",35300387,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"514","2021S051235300389",35300389,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"515","2021S051235300391",35300391,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"516","2021S051235300392",35300392,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"517","2021S051235300394",35300394,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"518","2021S051235300441",35300441,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"519","2021S051235300443",35300443,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"520","2021S051235300444",35300444,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"521","2021S051235300477",35300477,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"522","2021S051235300482",35300482,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"523","2021S051235300484",35300484,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"524","2021S051235300487",35300487,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"525","2021S051235300498",35300498,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"526","2021S051235300529",35300529,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"527","2021S051235300530",35300530,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"528","2021S051235300531",35300531,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"529","2021S051235300543",35300543,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"530","2021S051235300548",35300548,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"531","2021S051235300549",35300549,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"532","2021S051235300552",35300552,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"533","2021S051235300556",35300556,"Dissemination area",10,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"534","2021S051235300620",35300620,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"535","2021S051235300640",35300640,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"536","2021S051235300647",35300647,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"537","2021S051235300652",35300652,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"538","2021S051235300656",35300656,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"539","2021S051235300683",35300683,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"540","2021S051235300685",35300685,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"541","2021S051235300686",35300686,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"542","2021S051235300687",35300687,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"543","2021S051235300688",35300688,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"544","2021S051235300751",35300751,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"545","2021S051235300758",35300758,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"546","2021S051235300771",35300771,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"547","2021S051235300772",35300772,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"548","2021S051235300774",35300774,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"549","2021S051235300775",35300775,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"550","2021S051235300777",35300777,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"551","2021S051235300778",35300778,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"552","2021S051235300783",35300783,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"553","2021S051235300784",35300784,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"554","2021S051235300785",35300785,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"555","2021S051235300787",35300787,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"556","2021S051235300790",35300790,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"557","2021S051235300791",35300791,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"558","2021S051235300796",35300796,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"559","2021S051235300799",35300799,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"560","2021S051235300800",35300800,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"561","2021S051235300801",35300801,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"562","2021S051235300802",35300802,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"563","2021S051235300803",35300803,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"564","2021S051235300807",35300807,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"565","2021S051235300818",35300818,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"566","2021S051235300819",35300819,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"567","2021S051235300837",35300837,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"568","2021S051235300838",35300838,"Dissemination area",10,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"569","2021S051235300845",35300845,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"570","2021S051235300846",35300846,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"571","2021S051235300847",35300847,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"572","2021S051235300853",35300853,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"573","2021S051235300860",35300860,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"574","2021S051235300909",35300909,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"575","2021S051235301025",35301025,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"576","2021S051235301045",35301045,"Dissemination area",0,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"577","2021S051235301059",35301059,"Dissemination area",999,729,"No non-English/French Speakers",0,0,"No non-English/French Speakers"
"578","2021S051235300749",35300749,"Dissemination area",9999,729,"NO DATA",NA,NA,"NO DATA"
"579","2021S051235300002",35300002,"Dissemination area",0,835,"Tie (Hover to See Languages)",10,0.7,"Arabic//German//Pennsylvania German//Hindi//Spanish"
"580","2021S051235300027",35300027,"Dissemination area",0,1014,"Tie (Hover to See Languages)",20,2.7,"Mandarin//Turkish"
"581","2021S051235300031",35300031,"Dissemination area",0,962,"Tie (Hover to See Languages)",5,2,"Iranian Persian//Mandarin"
"582","2021S051235300034",35300034,"Dissemination area",0,835,"Tie (Hover to See Languages)",30,3.8,"Arabic//Mandarin"
"583","2021S051235300040",35300040,"Dissemination area",909,1014,"Tie (Hover to See Languages)",5,0.7,"Mandarin//Yue (Cantonese)"
"584","2021S051235300044",35300044,"Dissemination area",0,847,"Tie (Hover to See Languages)",5,1.1,"Vietnamese//German//Punjabi (Panjabi)"
"585","2021S051235300046",35300046,"Dissemination area",0,949,"Tie (Hover to See Languages)",5,1,"Punjabi (Panjabi)//Spanish"
"586","2021S051235300051",35300051,"Dissemination area",0,917,"Tie (Hover to See Languages)",10,2.1,"German//Punjabi (Panjabi)"
"587","2021S051235300052",35300052,"Dissemination area",0,900,"Tie (Hover to See Languages)",10,1.3,"Serbo-Croatian//Spanish//Mandarin"
"588","2021S051235300053",35300053,"Dissemination area",0,898,"Tie (Hover to See Languages)",5,1.3,"Russian//Punjabi (Panjabi)//Spanish"
