"","DGUID","ALT_GEO_CODE","GEO_LEVEL","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","Language","C1_COUNT_TOTAL","C10_RATE_TOTAL","Languages"
"42","2021S051235300541",35300541,"Dissemination area",9,953,"Urdu",10,3.8,"Urdu"
"43","2021S051235300542",35300542,"Dissemination area",0,949,"Punjabi (Panjabi)",15,1.1,"Punjabi (Panjabi)"
"44","2021S051235300547",35300547,"Dissemination area",0,939,"Gujarati",15,2.4,"Gujarati"
"45","2021S051235300550",35300550,"Dissemination area",0,969,"Portuguese",10,2.2,"Portuguese"
"46","2021S051235300553",35300553,"Dissemination area",0,847,"Vietnamese",10,2.5,"Vietnamese"
"47","2021S051235300554",35300554,"Dissemination area",0,969,"Portuguese",5,0.5,"Portuguese"
"48","2021S051235300555",35300555,"Dissemination area",0,897,"Polish",5,1.1,"Polish"
"49","2021S051235300557",35300557,"Dissemination area",0,953,"Urdu",65,3.7,"Urdu"
"50","2021S051235300559",35300559,"Dissemination area",0,949,"Punjabi (Panjabi)",10,1.8,"Punjabi (Panjabi)"
"51","2021S051235300561",35300561,"Dissemination area",0,949,"Punjabi (Panjabi)",210,7,"Punjabi (Panjabi)"
"52","2021S051235300611",35300611,"Dissemination area",0,969,"Portuguese",40,5.8,"Portuguese"
"53","2021S051235300612",35300612,"Dissemination area",0,969,"Portuguese",70,14.4,"Portuguese"
"54","2021S051235300613",35300613,"Dissemination area",0,969,"Portuguese",65,20.6,"Portuguese"
"55","2021S051235300614",35300614,"Dissemination area",0,969,"Portuguese",55,9.4,"Portuguese"
"56","2021S051235300615",35300615,"Dissemination area",0,969,"Portuguese",50,11.2,"Portuguese"
"57","2021S051235300618",35300618,"Dissemination area",0,969,"Portuguese",25,4,"Portuguese"
"58","2021S051235300619",35300619,"Dissemination area",10,969,"Portuguese",15,2,"Portuguese"
"59","2021S051235300621",35300621,"Dissemination area",0,969,"Portuguese",15,3.9,"Portuguese"
"60","2021S051235300622",35300622,"Dissemination area",0,969,"Portuguese",20,6.9,"Portuguese"
"61","2021S051235300623",35300623,"Dissemination area",0,969,"Portuguese",20,5.5,"Portuguese"
"62","2021S051235300624",35300624,"Dissemination area",0,969,"Portuguese",15,3.2,"Portuguese"
"63","2021S051235300625",35300625,"Dissemination area",0,969,"Portuguese",10,2,"Portuguese"
"64","2021S051235300626",35300626,"Dissemination area",0,969,"Portuguese",5,0.8,"Portuguese"
"65","2021S051235300627",35300627,"Dissemination area",0,969,"Portuguese",5,0.9,"Portuguese"
"66","2021S051235300630",35300630,"Dissemination area",0,969,"Portuguese",5,1.3,"Portuguese"
"67","2021S051235300632",35300632,"Dissemination area",0,835,"Arabic",20,2.3,"Arabic"
"68","2021S051235300633",35300633,"Dissemination area",0,969,"Portuguese",15,3.2,"Portuguese"
"69","2021S051235300634",35300634,"Dissemination area",0,907,"Ukrainian",10,2.3,"Ukrainian"
"70","2021S051235300636",35300636,"Dissemination area",0,969,"Portuguese",20,2,"Portuguese"
"71","2021S051235300639",35300639,"Dissemination area",0,835,"Arabic",10,1.7,"Arabic"
"72","2021S051235300645",35300645,"Dissemination area",0,971,"Spanish",10,1.6,"Spanish"
"73","2021S051235300648",35300648,"Dissemination area",0,969,"Portuguese",5,0.8,"Portuguese"
"74","2021S051235300649",35300649,"Dissemination area",0,949,"Punjabi (Panjabi)",70,3.6,"Punjabi (Panjabi)"
"75","2021S051235300650",35300650,"Dissemination area",0,939,"Gujarati",15,2.8,"Gujarati"
"76","2021S051235300651",35300651,"Dissemination area",0,969,"Portuguese",15,3.5,"Portuguese"
"77","2021S051235300653",35300653,"Dissemination area",0,969,"Portuguese",15,4.3,"Portuguese"
"78","2021S051235300655",35300655,"Dissemination area",0,969,"Portuguese",15,1.2,"Portuguese"
"79","2021S051235300658",35300658,"Dissemination area",0,953,"Urdu",10,2.1,"Urdu"
"80","2021S051235300660",35300660,"Dissemination area",0,949,"Punjabi (Panjabi)",20,1.4,"Punjabi (Panjabi)"
"81","2021S051235300661",35300661,"Dissemination area",0,971,"Spanish",5,0.9,"Spanish"
"82","2021S051235300662",35300662,"Dissemination area",0,969,"Portuguese",5,0.8,"Portuguese"
"83","2021S051235300663",35300663,"Dissemination area",0,969,"Portuguese",15,2.7,"Portuguese"
"84","2021S051235300664",35300664,"Dissemination area",0,969,"Portuguese",10,2.1,"Portuguese"
"85","2021S051235300667",35300667,"Dissemination area",0,969,"Portuguese",5,1.1,"Portuguese"
"86","2021S051235300671",35300671,"Dissemination area",0,939,"Gujarati",60,10.2,"Gujarati"
"87","2021S051235300674",35300674,"Dissemination area",0,939,"Gujarati",80,7.7,"Gujarati"
"88","2021S051235300677",35300677,"Dissemination area",0,969,"Portuguese",30,6.1,"Portuguese"
"89","2021S051235300678",35300678,"Dissemination area",0,969,"Portuguese",30,6,"Portuguese"
"90","2021S051235300679",35300679,"Dissemination area",0,969,"Portuguese",10,2.3,"Portuguese"
"91","2021S051235300680",35300680,"Dissemination area",0,969,"Portuguese",5,1.2,"Portuguese"
"92","2021S051235300681",35300681,"Dissemination area",0,969,"Portuguese",20,2,"Portuguese"
"93","2021S051235300682",35300682,"Dissemination area",0,953,"Urdu",15,1.6,"Urdu"
"94","2021S051235300693",35300693,"Dissemination area",0,969,"Portuguese",45,9.1,"Portuguese"
"95","2021S051235300694",35300694,"Dissemination area",0,969,"Portuguese",45,6.7,"Portuguese"
"96","2021S051235300705",35300705,"Dissemination area",0,969,"Portuguese",35,2.1,"Portuguese"
"97","2021S051235300721",35300721,"Dissemination area",0,969,"Portuguese",40,3.7,"Portuguese"
"98","2021S051235300722",35300722,"Dissemination area",0,939,"Gujarati",55,4.7,"Gujarati"
"99","2021S051235300727",35300727,"Dissemination area",0,971,"Spanish",10,1.3,"Spanish"
"100","2021S051235300851",35300851,"Dissemination area",0,939,"Gujarati",50,4.3,"Gujarati"
"101","2021S051235300856",35300856,"Dissemination area",0,949,"Punjabi (Panjabi)",25,5,"Punjabi (Panjabi)"
"102","2021S051235300857",35300857,"Dissemination area",0,971,"Spanish",20,3,"Spanish"
"103","2021S051235300858",35300858,"Dissemination area",0,949,"Punjabi (Panjabi)",20,3.2,"Punjabi (Panjabi)"
"104","2021S051235300864",35300864,"Dissemination area",0,949,"Punjabi (Panjabi)",240,13.2,"Punjabi (Panjabi)"
"105","2021S051235300869",35300869,"Dissemination area",0,949,"Punjabi (Panjabi)",20,4.7,"Punjabi (Panjabi)"
"106","2021S051235300870",35300870,"Dissemination area",0,953,"Urdu",25,3.5,"Urdu"
"107","2021S051235300871",35300871,"Dissemination area",0,949,"Punjabi (Panjabi)",25,3.5,"Punjabi (Panjabi)"
"108","2021S051235300885",35300885,"Dissemination area",0,949,"Punjabi (Panjabi)",25,2.2,"Punjabi (Panjabi)"
"109","2021S051235300886",35300886,"Dissemination area",0,949,"Punjabi (Panjabi)",35,2.5,"Punjabi (Panjabi)"
"110","2021S051235300887",35300887,"Dissemination area",0,969,"Portuguese",50,4,"Portuguese"
"111","2021S051235300888",35300888,"Dissemination area",0,969,"Portuguese",65,5.8,"Portuguese"
"112","2021S051235300889",35300889,"Dissemination area",0,949,"Punjabi (Panjabi)",80,2.4,"Punjabi (Panjabi)"
"113","2021S051235300890",35300890,"Dissemination area",0,969,"Portuguese",25,2.7,"Portuguese"
"114","2021S051235300891",35300891,"Dissemination area",0,949,"Punjabi (Panjabi)",30,2.2,"Punjabi (Panjabi)"
"115","2021S051235300892",35300892,"Dissemination area",0,949,"Punjabi (Panjabi)",55,5.4,"Punjabi (Panjabi)"
"116","2021S051235300895",35300895,"Dissemination area",0,953,"Urdu",25,3.4,"Urdu"
"117","2021S051235300896",35300896,"Dissemination area",0,949,"Punjabi (Panjabi)",30,3.6,"Punjabi (Panjabi)"
"118","2021S051235300899",35300899,"Dissemination area",0,971,"Spanish",25,1.4,"Spanish"
"119","2021S051235300900",35300900,"Dissemination area",0,953,"Urdu",15,2.9,"Urdu"
"120","2021S051235300911",35300911,"Dissemination area",0,953,"Urdu",10,2,"Urdu"
"121","2021S051235300948",35300948,"Dissemination area",0,949,"Punjabi (Panjabi)",5,0.9,"Punjabi (Panjabi)"
"122","2021S051235300965",35300965,"Dissemination area",0,969,"Portuguese",25,3.7,"Portuguese"
"123","2021S051235300966",35300966,"Dissemination area",0,969,"Portuguese",35,5.7,"Portuguese"
"124","2021S051235300967",35300967,"Dissemination area",0,939,"Gujarati",145,15.3,"Gujarati"
"125","2021S051235300968",35300968,"Dissemination area",0,939,"Gujarati",60,10.4,"Gujarati"
"126","2021S051235300995",35300995,"Dissemination area",0,949,"Punjabi (Panjabi)",215,12.2,"Punjabi (Panjabi)"
"127","2021S051235300996",35300996,"Dissemination area",0,949,"Punjabi (Panjabi)",35,3.9,"Punjabi (Panjabi)"
"128","2021S051235300997",35300997,"Dissemination area",0,949,"Punjabi (Panjabi)",15,4.5,"Punjabi (Panjabi)"
"129","2021S051235300998",35300998,"Dissemination area",0,949,"Punjabi (Panjabi)",25,3.5,"Punjabi (Panjabi)"
"130","2021S051235300999",35300999,"Dissemination area",0,953,"Urdu",25,2.9,"Urdu"
"131","2021S051235301036",35301036,"Dissemination area",0,969,"Portuguese",55,2.4,"Portuguese"
"132","2021S051235301049",35301049,"Dissemination area",0,939,"Gujarati",35,3.4,"Gujarati"
"133","2021S051235300097",35300097,"Dissemination area",0,835,"Arabic",20,3.3,"Arabic"
"134","2021S051235300098",35300098,"Dissemination area",0,897,"Polish",15,3.4,"Polish"
"135","2021S051235300099",35300099,"Dissemination area",0,949,"Punjabi (Panjabi)",5,0.9,"Punjabi (Panjabi)"
"136","2021S051235300104",35300104,"Dissemination area",0,897,"Polish",5,1,"Polish"
"137","2021S051235300110",35300110,"Dissemination area",0,1014,"Mandarin",20,3.4,"Mandarin"
"138","2021S051235300128",35300128,"Dissemination area",0,900,"Serbo-Croatian",5,1.2,"Serbo-Croatian"
"139","2021S051235300129",35300129,"Dissemination area",0,835,"Arabic",10,1.9,"Arabic"
"140","2021S051235300130",35300130,"Dissemination area",0,971,"Spanish",10,2.6,"Spanish"
"141","2021S051235300136",35300136,"Dissemination area",10,1014,"Mandarin",15,2,"Mandarin"
"142","2021S051235300137",35300137,"Dissemination area",0,843,"Tigrigna",105,6.4,"Tigrigna"
"143","2021S051235300139",35300139,"Dissemination area",10,971,"Spanish",10,1.9,"Spanish"
"144","2021S051235300142",35300142,"Dissemination area",0,939,"Gujarati",10,2.2,"Gujarati"
"145","2021S051235300143",35300143,"Dissemination area",0,835,"Arabic",20,4.2,"Arabic"
"146","2021S051235300144",35300144,"Dissemination area",0,969,"Portuguese",5,0.9,"Portuguese"
"147","2021S051235300145",35300145,"Dissemination area",0,843,"Tigrigna",10,1.4,"Tigrigna"
"148","2021S051235300146",35300146,"Dissemination area",0,843,"Tigrigna",25,3.7,"Tigrigna"
"149","2021S051235300147",35300147,"Dissemination area",0,969,"Portuguese",15,2.5,"Portuguese"
"150","2021S051235300148",35300148,"Dissemination area",0,971,"Spanish",20,2.6,"Spanish"
"151","2021S051235300149",35300149,"Dissemination area",0,843,"Tigrigna",35,3.8,"Tigrigna"
"152","2021S051235300150",35300150,"Dissemination area",0,843,"Tigrigna",50,4.7,"Tigrigna"
"153","2021S051235300152",35300152,"Dissemination area",0,971,"Spanish",20,3.9,"Spanish"
"154","2021S051235300153",35300153,"Dissemination area",0,971,"Spanish",20,6.7,"Spanish"
"155","2021S051235300154",35300154,"Dissemination area",0,971,"Spanish",20,2,"Spanish"
"156","2021S051235300155",35300155,"Dissemination area",0,831,"Somali",35,4.5,"Somali"
"157","2021S051235300158",35300158,"Dissemination area",0,847,"Vietnamese",25,5.8,"Vietnamese"
"158","2021S051235300159",35300159,"Dissemination area",0,971,"Spanish",15,3.5,"Spanish"
"159","2021S051235300160",35300160,"Dissemination area",909,907,"Ukrainian",5,2.3,"Ukrainian"
"160","2021S051235300161",35300161,"Dissemination area",10,971,"Spanish",20,4.8,"Spanish"
"161","2021S051235300163",35300163,"Dissemination area",0,971,"Spanish",15,2.9,"Spanish"
"162","2021S051235300164",35300164,"Dissemination area",0,971,"Spanish",15,3.4,"Spanish"
"163","2021S051235300165",35300165,"Dissemination area",9,971,"Spanish",10,3.9,"Spanish"
"164","2021S051235300166",35300166,"Dissemination area",0,971,"Spanish",110,13.1,"Spanish"
"165","2021S051235300167",35300167,"Dissemination area",0,971,"Spanish",35,4.7,"Spanish"
"166","2021S051235300168",35300168,"Dissemination area",9,939,"Gujarati",5,1.7,"Gujarati"
"167","2021S051235300169",35300169,"Dissemination area",0,900,"Serbo-Croatian",20,3,"Serbo-Croatian"
"168","2021S051235300173",35300173,"Dissemination area",0,835,"Arabic",30,4.4,"Arabic"
"169","2021S051235300177",35300177,"Dissemination area",0,900,"Serbo-Croatian",10,1.6,"Serbo-Croatian"
"170","2021S051235300179",35300179,"Dissemination area",0,971,"Spanish",15,2.7,"Spanish"
"171","2021S051235300180",35300180,"Dissemination area",0,835,"Arabic",25,4.2,"Arabic"
"172","2021S051235300181",35300181,"Dissemination area",0,969,"Portuguese",30,6.5,"Portuguese"
"173","2021S051235300182",35300182,"Dissemination area",0,969,"Portuguese",15,3,"Portuguese"
"174","2021S051235300183",35300183,"Dissemination area",0,897,"Polish",10,2.4,"Polish"
"175","2021S051235300186",35300186,"Dissemination area",0,900,"Serbo-Croatian",30,3.9,"Serbo-Croatian"
"176","2021S051235300190",35300190,"Dissemination area",0,971,"Spanish",10,2.8,"Spanish"
"177","2021S051235300191",35300191,"Dissemination area",0,835,"Arabic",15,4.9,"Arabic"
"178","2021S051235300192",35300192,"Dissemination area",0,971,"Spanish",15,3.2,"Spanish"
"179","2021S051235300197",35300197,"Dissemination area",0,897,"Polish",10,1.9,"Polish"
"180","2021S051235300199",35300199,"Dissemination area",0,971,"Spanish",10,1.9,"Spanish"
"181","2021S051235300202",35300202,"Dissemination area",0,971,"Spanish",20,3.1,"Spanish"
"182","2021S051235300203",35300203,"Dissemination area",0,835,"Arabic",25,4.6,"Arabic"
"183","2021S051235300204",35300204,"Dissemination area",0,971,"Spanish",25,7,"Spanish"
"184","2021S051235300205",35300205,"Dissemination area",0,835,"Arabic",75,12.4,"Arabic"
"185","2021S051235300206",35300206,"Dissemination area",0,970,"Romanian",15,3.1,"Romanian"
"186","2021S051235300207",35300207,"Dissemination area",0,835,"Arabic",35,4.9,"Arabic"
"187","2021S051235300213",35300213,"Dissemination area",0,835,"Arabic",25,2.9,"Arabic"
"188","2021S051235300214",35300214,"Dissemination area",0,971,"Spanish",10,3.4,"Spanish"
"189","2021S051235300217",35300217,"Dissemination area",909,1018,"Yue (Cantonese)",5,2.9,"Yue (Cantonese)"
"190","2021S051235300218",35300218,"Dissemination area",0,835,"Arabic",45,4.3,"Arabic"
"191","2021S051235300219",35300219,"Dissemination area",0,835,"Arabic",15,3.7,"Arabic"
"192","2021S051235300223",35300223,"Dissemination area",0,835,"Arabic",50,4.5,"Arabic"
"193","2021S051235300225",35300225,"Dissemination area",0,961,"Dari",35,6.1,"Dari"
"194","2021S051235300226",35300226,"Dissemination area",0,843,"Tigrigna",10,2.5,"Tigrigna"
"195","2021S051235300227",35300227,"Dissemination area",0,843,"Tigrigna",115,14.2,"Tigrigna"
"196","2021S051235300228",35300228,"Dissemination area",0,843,"Tigrigna",195,19.5,"Tigrigna"
"197","2021S051235300238",35300238,"Dissemination area",0,835,"Arabic",20,4.8,"Arabic"
"198","2021S051235300243",35300243,"Dissemination area",0,835,"Arabic",55,7,"Arabic"
"199","2021S051235300249",35300249,"Dissemination area",0,971,"Spanish",10,1.4,"Spanish"
"200","2021S051235300256",35300256,"Dissemination area",0,971,"Spanish",15,2.7,"Spanish"
"201","2021S051235300262",35300262,"Dissemination area",0,835,"Arabic",10,1.8,"Arabic"
"202","2021S051235300277",35300277,"Dissemination area",0,835,"Arabic",35,5.2,"Arabic"
"203","2021S051235300280",35300280,"Dissemination area",0,847,"Vietnamese",40,5.3,"Vietnamese"
"204","2021S051235300332",35300332,"Dissemination area",0,917,"German",5,1.7,"German"
"205","2021S051235300333",35300333,"Dissemination area",0,971,"Spanish",15,2.4,"Spanish"
"206","2021S051235300334",35300334,"Dissemination area",0,1014,"Mandarin",5,2,"Mandarin"
"207","2021S051235300335",35300335,"Dissemination area",0,949,"Punjabi (Panjabi)",15,2.4,"Punjabi (Panjabi)"
"208","2021S051235300338",35300338,"Dissemination area",1010,949,"Punjabi (Panjabi)",40,5.2,"Punjabi (Panjabi)"
"209","2021S051235300339",35300339,"Dissemination area",0,971,"Spanish",25,2.4,"Spanish"
"210","2021S051235300340",35300340,"Dissemination area",0,971,"Spanish",40,3.1,"Spanish"
"211","2021S051235300341",35300341,"Dissemination area",0,939,"Gujarati",15,2.3,"Gujarati"
"212","2021S051235300343",35300343,"Dissemination area",0,878,"Malayalam",15,3,"Malayalam"
"213","2021S051235300344",35300344,"Dissemination area",0,971,"Spanish",40,3.8,"Spanish"
"214","2021S051235300347",35300347,"Dissemination area",0,835,"Arabic",15,2.9,"Arabic"
"215","2021S051235300349",35300349,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",25,4.8,"Tagalog (Pilipino, Filipino)"
"216","2021S051235300350",35300350,"Dissemination area",0,949,"Punjabi (Panjabi)",15,2.7,"Punjabi (Panjabi)"
"217","2021S051235300353",35300353,"Dissemination area",0,900,"Serbo-Croatian",35,7.2,"Serbo-Croatian"
"218","2021S051235300354",35300354,"Dissemination area",0,835,"Arabic",35,3.5,"Arabic"
"219","2021S051235300357",35300357,"Dissemination area",0,900,"Serbo-Croatian",15,2.4,"Serbo-Croatian"
"220","2021S051235300358",35300358,"Dissemination area",0,971,"Spanish",20,3.5,"Spanish"
"221","2021S051235300363",35300363,"Dissemination area",0,835,"Arabic",15,2.8,"Arabic"
"222","2021S051235300365",35300365,"Dissemination area",0,1022,"Burmese",25,4,"Burmese"
"223","2021S051235300366",35300366,"Dissemination area",0,835,"Arabic",20,3,"Arabic"
"224","2021S051235300369",35300369,"Dissemination area",0,900,"Serbo-Croatian",10,1.8,"Serbo-Croatian"
"225","2021S051235300370",35300370,"Dissemination area",0,969,"Portuguese",15,2.4,"Portuguese"
"226","2021S051235300371",35300371,"Dissemination area",0,900,"Serbo-Croatian",25,2.5,"Serbo-Croatian"
"227","2021S051235300372",35300372,"Dissemination area",0,835,"Arabic",25,1.7,"Arabic"
"228","2021S051235300373",35300373,"Dissemination area",9,843,"Tigrigna",10,3.9,"Tigrigna"
"229","2021S051235300376",35300376,"Dissemination area",0,969,"Portuguese",40,6,"Portuguese"
"230","2021S051235300377",35300377,"Dissemination area",0,969,"Portuguese",20,2.9,"Portuguese"
"231","2021S051235300379",35300379,"Dissemination area",0,971,"Spanish",20,4,"Spanish"
"232","2021S051235300380",35300380,"Dissemination area",0,835,"Arabic",15,2.9,"Arabic"
"233","2021S051235300383",35300383,"Dissemination area",0,835,"Arabic",45,6.1,"Arabic"
"234","2021S051235300388",35300388,"Dissemination area",0,829,"Bilen",15,2.8,"Bilen"
"235","2021S051235300390",35300390,"Dissemination area",0,971,"Spanish",5,1.3,"Spanish"
"236","2021S051235300393",35300393,"Dissemination area",0,969,"Portuguese",10,2.5,"Portuguese"
"237","2021S051235300396",35300396,"Dissemination area",0,1014,"Mandarin",25,1.9,"Mandarin"
"238","2021S051235300399",35300399,"Dissemination area",0,900,"Serbo-Croatian",10,1.6,"Serbo-Croatian"
"239","2021S051235300401",35300401,"Dissemination area",0,835,"Arabic",5,1.1,"Arabic"
"240","2021S051235300404",35300404,"Dissemination area",0,971,"Spanish",10,2.1,"Spanish"
"241","2021S051235300405",35300405,"Dissemination area",0,971,"Spanish",15,2.5,"Spanish"
"242","2021S051235300406",35300406,"Dissemination area",0,971,"Spanish",10,2.4,"Spanish"
"243","2021S051235300407",35300407,"Dissemination area",0,843,"Tigrigna",25,3.6,"Tigrigna"
"244","2021S051235300413",35300413,"Dissemination area",0,835,"Arabic",20,3.7,"Arabic"
"245","2021S051235300415",35300415,"Dissemination area",0,900,"Serbo-Croatian",55,8.3,"Serbo-Croatian"
"246","2021S051235300417",35300417,"Dissemination area",0,900,"Serbo-Croatian",20,4.6,"Serbo-Croatian"
"247","2021S051235300418",35300418,"Dissemination area",0,847,"Vietnamese",20,2.5,"Vietnamese"
"248","2021S051235300424",35300424,"Dissemination area",0,835,"Arabic",20,4.3,"Arabic"
"249","2021S051235300425",35300425,"Dissemination area",909,971,"Spanish",10,4.3,"Spanish"
"250","2021S051235300429",35300429,"Dissemination area",0,900,"Serbo-Croatian",20,3.1,"Serbo-Croatian"
"251","2021S051235300431",35300431,"Dissemination area",0,835,"Arabic",35,6.2,"Arabic"
"252","2021S051235300433",35300433,"Dissemination area",0,865,"Tagalog (Pilipino, Filipino)",15,3.2,"Tagalog (Pilipino, Filipino)"
"253","2021S051235300434",35300434,"Dissemination area",0,835,"Arabic",50,5.9,"Arabic"
"254","2021S051235300435",35300435,"Dissemination area",0,835,"Arabic",15,3.8,"Arabic"
"255","2021S051235300436",35300436,"Dissemination area",0,971,"Spanish",15,2.9,"Spanish"
"256","2021S051235300437",35300437,"Dissemination area",0,971,"Spanish",25,2.7,"Spanish"
"257","2021S051235300439",35300439,"Dissemination area",0,900,"Serbo-Croatian",20,3.1,"Serbo-Croatian"
"258","2021S051235300442",35300442,"Dissemination area",0,843,"Tigrigna",5,1.3,"Tigrigna"
"259","2021S051235300446",35300446,"Dissemination area",0,835,"Arabic",35,4.8,"Arabic"
"260","2021S051235300447",35300447,"Dissemination area",0,900,"Serbo-Croatian",15,3,"Serbo-Croatian"
"261","2021S051235300448",35300448,"Dissemination area",0,900,"Serbo-Croatian",65,7.9,"Serbo-Croatian"
"262","2021S051235300450",35300450,"Dissemination area",0,900,"Serbo-Croatian",40,8,"Serbo-Croatian"
"263","2021S051235300452",35300452,"Dissemination area",0,897,"Polish",10,2.5,"Polish"
"264","2021S051235300454",35300454,"Dissemination area",0,900,"Serbo-Croatian",20,3.1,"Serbo-Croatian"
"265","2021S051235300455",35300455,"Dissemination area",0,971,"Spanish",35,8,"Spanish"
"266","2021S051235300456",35300456,"Dissemination area",0,961,"Dari",15,2.7,"Dari"
"267","2021S051235300460",35300460,"Dissemination area",0,969,"Portuguese",15,2.5,"Portuguese"
"268","2021S051235300563",35300563,"Dissemination area",0,897,"Polish",25,2.3,"Polish"
"269","2021S051235300564",35300564,"Dissemination area",0,900,"Serbo-Croatian",25,2.9,"Serbo-Croatian"
"270","2021S051235300566",35300566,"Dissemination area",9,900,"Serbo-Croatian",10,3.7,"Serbo-Croatian"
"271","2021S051235300567",35300567,"Dissemination area",0,900,"Serbo-Croatian",15,2.9,"Serbo-Croatian"
"272","2021S051235300568",35300568,"Dissemination area",0,900,"Serbo-Croatian",15,1.9,"Serbo-Croatian"
"273","2021S051235300569",35300569,"Dissemination area",0,900,"Serbo-Croatian",20,6.3,"Serbo-Croatian"
"274","2021S051235300573",35300573,"Dissemination area",0,971,"Spanish",20,2.6,"Spanish"
"275","2021S051235300701",35300701,"Dissemination area",0,843,"Tigrigna",65,6.3,"Tigrigna"
"276","2021S051235300702",35300702,"Dissemination area",0,971,"Spanish",10,1.8,"Spanish"
"277","2021S051235300708",35300708,"Dissemination area",0,835,"Arabic",180,4.7,"Arabic"
"278","2021S051235300713",35300713,"Dissemination area",0,971,"Spanish",60,4.4,"Spanish"
"279","2021S051235300714",35300714,"Dissemination area",0,971,"Spanish",25,2,"Spanish"
"280","2021S051235300717",35300717,"Dissemination area",0,843,"Tigrigna",115,7.2,"Tigrigna"
"281","2021S051235300726",35300726,"Dissemination area",0,971,"Spanish",30,5.2,"Spanish"
"282","2021S051235300730",35300730,"Dissemination area",0,843,"Tigrigna",65,4.7,"Tigrigna"
"283","2021S051235300839",35300839,"Dissemination area",0,880,"Telugu",5,1.5,"Telugu"
"284","2021S051235300840",35300840,"Dissemination area",0,829,"Bilen",40,3.2,"Bilen"
"285","2021S051235300844",35300844,"Dissemination area",0,1014,"Mandarin",15,2.7,"Mandarin"
"286","2021S051235300877",35300877,"Dissemination area",0,847,"Vietnamese",70,4.2,"Vietnamese"
"287","2021S051235300881",35300881,"Dissemination area",0,900,"Serbo-Croatian",30,3,"Serbo-Croatian"
"288","2021S051235300882",35300882,"Dissemination area",0,900,"Serbo-Croatian",75,6.8,"Serbo-Croatian"
"289","2021S051235300883",35300883,"Dissemination area",0,949,"Punjabi (Panjabi)",20,1.2,"Punjabi (Panjabi)"
"290","2021S051235300894",35300894,"Dissemination area",0,949,"Punjabi (Panjabi)",15,3.4,"Punjabi (Panjabi)"
"291","2021S051235300902",35300902,"Dissemination area",0,900,"Serbo-Croatian",90,3,"Serbo-Croatian"
"292","2021S051235300913",35300913,"Dissemination area",0,949,"Punjabi (Panjabi)",55,2.8,"Punjabi (Panjabi)"
"293","2021S051235300916",35300916,"Dissemination area",0,949,"Punjabi (Panjabi)",55,4.5,"Punjabi (Panjabi)"
"294","2021S051235300917",35300917,"Dissemination area",0,949,"Punjabi (Panjabi)",45,4.6,"Punjabi (Panjabi)"
"295","2021S051235300918",35300918,"Dissemination area",0,949,"Punjabi (Panjabi)",165,5,"Punjabi (Panjabi)"
"296","2021S051235300919",35300919,"Dissemination area",0,900,"Serbo-Croatian",105,5,"Serbo-Croatian"
"297","2021S051235300920",35300920,"Dissemination area",0,900,"Serbo-Croatian",35,3.2,"Serbo-Croatian"
"298","2021S051235300922",35300922,"Dissemination area",0,949,"Punjabi (Panjabi)",160,5,"Punjabi (Panjabi)"
"299","2021S051235300929",35300929,"Dissemination area",0,1014,"Mandarin",40,2.2,"Mandarin"
"300","2021S051235300930",35300930,"Dissemination area",0,1014,"Mandarin",45,3.7,"Mandarin"
"301","2021S051235300947",35300947,"Dissemination area",0,835,"Arabic",20,6,"Arabic"
"302","2021S051235300952",35300952,"Dissemination area",0,843,"Tigrigna",20,2.5,"Tigrigna"
"303","2021S051235300955",35300955,"Dissemination area",0,971,"Spanish",15,1.8,"Spanish"
"304","2021S051235300957",35300957,"Dissemination area",0,971,"Spanish",30,3.9,"Spanish"
"305","2021S051235300958",35300958,"Dissemination area",0,971,"Spanish",20,3.3,"Spanish"
"306","2021S051235300960",35300960,"Dissemination area",0,835,"Arabic",35,4,"Arabic"
"307","2021S051235300961",35300961,"Dissemination area",0,835,"Arabic",10,1.7,"Arabic"
"308","2021S051235300962",35300962,"Dissemination area",0,835,"Arabic",40,6,"Arabic"
"309","2021S051235300963",35300963,"Dissemination area",0,897,"Polish",10,2.4,"Polish"
"310","2021S051235300979",35300979,"Dissemination area",0,900,"Serbo-Croatian",15,1.8,"Serbo-Croatian"
"311","2021S051235300980",35300980,"Dissemination area",0,835,"Arabic",25,2.5,"Arabic"
"312","2021S051235300981",35300981,"Dissemination area",0,900,"Serbo-Croatian",30,4.2,"Serbo-Croatian"
"313","2021S051235300982",35300982,"Dissemination area",0,843,"Tigrigna",30,5.3,"Tigrigna"
"314","2021S051235300983",35300983,"Dissemination area",0,843,"Tigrigna",45,4.5,"Tigrigna"
"315","2021S051235300984",35300984,"Dissemination area",0,1014,"Mandarin",5,1.4,"Mandarin"
"316","2021S051235300987",35300987,"Dissemination area",0,969,"Portuguese",10,2.5,"Portuguese"
"317","2021S051235300989",35300989,"Dissemination area",0,949,"Punjabi (Panjabi)",10,1.7,"Punjabi (Panjabi)"
"318","2021S051235300993",35300993,"Dissemination area",0,907,"Ukrainian",10,2.4,"Ukrainian"
"319","2021S051235301001",35301001,"Dissemination area",0,970,"Romanian",10,2.2,"Romanian"
"320","2021S051235301002",35301002,"Dissemination area",0,949,"Punjabi (Panjabi)",10,1.5,"Punjabi (Panjabi)"
